signature,count
"""ABCDACEACB""",48
"""ABCDABCAEC""",48
"""ABCDBCEBAC""",48
"""ABCDACEABC""",48
"""ABCDACEADC""",48
"""ABCDBCEBCA""",48
"""ABCDABEDFB""",48
"""ABCDACEACD""",48
"""ABCDACEACE""",48
"""ABCABCABDA""",24
"""ABCDBCDBCA""",24
"""ABCADBACBD""",24
"""ABCADBACBA""",24
"""ABCABDCBAC""",24
"""ABCABCABDC""",24
"""ABCABDCABD""",24
"""ABCABDCABC""",24
"""ABCDBACDBA""",24
"""ABCDBACDBC""",24
"""ABCADCBACD""",24
"""ABCADBADBC""",24
"""ABCADCBACB""",24
"""ABCADBADBA""",24
"""ABCDBCDBAC""",24
"""ABCABDCBDC""",24
"""ABCDBCDBAD""",24
"""ABCADCBADC""",24
"""ABCDABCDAC""",24
"""ABCADCABCA""",24
"""ABCADCABCD""",24
"""ABCDABCDBC""",24
"""ABCDABCDBA""",24
"""ABCDACBACB""",24
"""ABCDACBACD""",24
"""ABCDACBADC""",24
"""ABCABCDBAC""",24
"""ABCABCDBCD""",24
"""ABCABCDBCA""",24
"""ABCABDACBA""",24
"""ABCDBCABCD""",24
"""ABCDBCABCA""",24
"""ABCABDACBD""",24
"""ABCDBADBAD""",24
"""ABCABCDABC""",24
"""ABCDBACBDC""",24
"""ABCDBCABDC""",24
"""ABCDBADCBD""",24
"""ABCADCADCA""",24
"""ABCABCDACD""",24
"""ABCABCDACB""",24
"""ABCADCADCB""",24
"""ABCDBADBCD""",24
"""ABCDABDCBD""",24
"""ABCDABDCBA""",24
"""ABCABCADBC""",24
"""ABCDACDABC""",24
"""ABCABCADBA""",24
"""ABCDABCABC""",24
"""ABCDACDACD""",24
"""ABCDACDACB""",24
"""ABCABCADCA""",24
"""ABCABCADCB""",24
"""ABCADBCADB""",24
"""ABCABDABCA""",24
"""ABCABDABDA""",24
"""ABCDBADCBA""",24
"""ABCDABCADC""",24
"""ABCDBCDABC""",24
"""ABCDBCDABD""",24
"""ABCABCABCA""",24
"""ABCADBCABD""",24
"""ABCADBCABC""",24
"""ABCDABDABC""",24
"""ABCDABDABD""",24
"""ABCDBACBAC""",24
